company,label,n,min_tapeyear,max_tapeyear,words
"WORKCOMPCENTRAL.COM, INC.",,1,2009,2009,2
WORKMAN PUBLISHING,,1,1994,1994,2
"WORKSHARE TECHNOLOGY,INC.,",,1,2004,2004,2
WORKSTEPS INC,,1,2016,2016,2
WORLD INTERNATIONAL,,1,1991,1991,2
WORLD TRIATHLON,,1,2000,2000,2
WORLDEVENTS PROD,,1,1989,1989,2
WORLDLINK GAMING,,1,1999,1999,2
WORLDWIDE COSMETICS,,1,2003,2003,2
WORLDWIDE VIDEO,,1,1994,1994,2
"WORLDWINNER.COM, INC.",,1,2007,2007,2
WOVEN TREASURES,,1,2003,2003,2
WOZNIAK PUBLISHING,,1,2006,2006,2
"WPIIDC, INC.",,1,2011,2011,2
WRENN ASSOCIATES,,1,2005,2005,2
WRIGHT E,,1,1991,1991,2
WRITER CORP.,,1,1989,1989,2
"WYLAND,ROBERT ETAL",,1,1991,1991,2
WYLIE GUSTAFSON,,1,2002,2002,2
WYNNE BENTI,,1,1999,1999,2
WYSE TECHNOLOGY,,1,1995,1995,2
X RECORDS,,1,2005,2005,2
X-MED MEDICAL,,1,2003,2003,2
X10SION SYS,,1,1998,1998,2
"X17, INC",,1,2008,2008,2
"XACTI, LLC",,1,2011,2011,2
XAPT CORPORATION,,1,2020,2020,2
XCELERATED SYSTEMS,,1,1992,1992,2
"XCLUSIVE-LEE, INC.",,1,2019,2019,2
XEBEX CORPORATION,,1,2008,2008,2
XENOTECH INC,,1,1991,1991,2
XEROX CORP,,1,2003,2003,2
XETA TECHNOLOGIES,,1,2005,2005,2
"XG-AD, INC.",,1,2008,2008,2
"XILINX, INC.",,1,2011,2011,2
XIMPLEWARE CORP,,1,2015,2015,2
"XINUOS, INC.",,1,2099,2099,2
"XIP, LLC",,1,2016,2016,2
XIRCOM INC,,1,1994,1994,2
"XMLAW, INC.",,1,2008,2008,2
"XOXIDE, INC.",,1,2008,2008,2
"XPEM, INC.",,1,2010,2010,2
XR LLC,,1,2010,2010,2
"XR, LLC",,1,2019,2019,2
"XTOMIC, LLC",,1,2021,2021,2
XTRIA LLC,,1,2006,2006,2
XYLEM INCORPORATED,,1,1996,1996,2
YAHOO! INC.,,1,2009,2009,2
YANKEE ACCENT,,1,2015,2015,2
"YDEBTS, INC.",,1,2005,2005,2
YDI INC,,1,2000,2000,2
YENG-SHI LI,,1,1995,1995,2
YERKOVICH ETAL,,1,1998,1998,2
YIN GAZDA,,1,1999,1999,2
"YORK WALLCOVERINGS,",,1,2003,2003,2
YORKTOWNE HOMES,,1,2000,2000,2
YOSHINAGA CORPORATIO,,1,1994,1994,2
"YOTTAMARK, INC.",,1,2009,2009,2
YOUNG STUFF,,1,1990,1990,2
YOUNGOULEI MUSIC,,1,1989,1989,2
YOURDON INC,,1,1989,1989,2
YOUT LLC,,1,2099,2099,2
"YOUTUBE, LLC",,1,2020,2020,2
YUCHIUS MORALITY,,1,1991,1991,2
YUNG-CHENG KAO,,1,2001,2001,2
ZACKFOOT INVESTMENTS,,1,1998,1998,2
ZAMBEZIA PTY.LTD.,,1,2014,2014,2
"ZAMPERLA, INC.",,1,1995,1995,2
"ZAPPOS.COM, INC.",,1,2007,2007,2
ZAPSET INC,,1,2006,2006,2
ZARELLA DEVELOPMENT,,1,1995,1995,2
"ZAREMBER, SAM",,1,1991,1991,2
"ZATZ, DANIEL",,1,2003,2003,2
ZBENK INC,,1,1988,1988,2
"ZEETOGROUP, LLC",,1,2013,2013,2
"ZENGER-MILLER, INC.",,1,1992,1992,2
ZENOVA CORP.,,1,2014,2014,2
ZEON MUSIC,,1,1990,1990,2
ZEOSYNC CORP.,,1,2002,2002,2
"ZEROC, INC.",,1,2012,2012,2
"ZEUS, INC.",,1,1994,1994,2
"ZILYEN, INC.",,1,2013,2013,2
"ZIMET, PHILIP",,1,1991,1991,2
ZIMMERMAN DON,,1,1990,1990,2
"ZOLA, INC.",,1,2019,2019,2
"ZOLLANVARI, LLC",,1,2004,2004,2
ZOMBA ENTER,,1,1989,1989,2
ZOMBA ENTERPRIZES,,1,1988,1988,2
ZOMBA INC,,1,1988,1988,2
ZOMBA RECORDING,,1,2009,2009,2
ZONDERFVAN CORP,,1,1989,1989,2
ZONDERVAN BIBLE,,1,1994,1994,2
ZUNDESIGN INC,,1,2004,2004,2
ZYLAB INTERNATIONAL,,1,2002,2002,2
ZYNGA INC,,1,2012,2012,2
ZYNGA INC.,,1,2012,2012,2
"ZYWARE, INC.",,1,1999,1999,2
"`FONOVISA, INC.",,1,2005,2005,2
"0-94-CV-4410-P1, ET AL",,1,1995,1995,3
"0-94-CV0977-P1, ET AL",,1,1994,1994,3
"0-94CV4409-P1, ET AL",,1,1995,1995,3
"0-95-CV-1681-P1, ET AL",,1,1995,1995,3
1 800 CONTACTS,,1,2001,2001,3
"1-99-CV-753-P1, ET AL",,1,1999,1999,3
1.BROADCAST MUSIC INC.,,1,1990,1990,3
"10 GROUP, INC",,1,2004,2004,3
"100 MARKETERS, LLC",,1,2019,2019,3
108 DEGREES. LLC,,1,2011,2011,3
1524948 ALBERTA LTD.,,1,2011,2011,3
"1:99CV2356P1, ET AL",,1,2000,2000,3
"1O GROUP, INC",,1,2011,2011,3
1ST CHOICED ADVERT.,,1,1992,1992,3
20CENTURY FOX FILM,,1,1991,1991,3
210 INNOVATIONS LLC,,1,2001,2001,3
"220 LABORATORIES, INC.",,1,2009,2009,3
"2M GROUP, INC.",,1,2008,2008,3
3-D INDUSTRIES INC,,1,1997,1997,3
3B SCIENTIFIC GMBH,,1,2007,2007,3
"3Q TECHNOLOGIES, LTD.",,1,2007,2007,3
"42 NORTH, LLC",,1,2099,2099,3
"4C4 MEDIA ,LLC,",,1,2021,2021,3
4D ARCHITECTS INC,,1,1992,1992,3
589 JEWELRY DESIGN,,1,2000,2000,3
"7303 ENTERTAINMENT, LLC",,1,2007,2007,3
77 WORLD DESIGN,,1,1997,1997,3
"7TH SENSE, INC.",,1,2000,2000,3
"9-88-CV-3135-P1, ET AL",,1,1993,1993,3
90% ANGLE CORP,,1,1990,1990,3
"9808 WAPLES, INC.",,1,2001,2001,3
A CHEERFUL GIVER,,1,2004,2004,3
A JOHN LUESSENHOP,,1,1998,1998,3
"A PLUS, INC.",,1,1999,1999,3
A&A JEWELLERS LIMITED,,1,2007,2007,3
A&H SPORTSWEAR CO,,1,2001,2001,3
A&N DESIGN STUDIO,,1,2019,2019,3
"A&R COLLECTIBLES, INC.",,1,2013,2013,3
"A,B,C, ET AL",,1,1992,1992,3
"A-BLAKE RECORDS, LLC",,1,2015,2015,3
A-M MUSIC CO,,1,1988,1988,3
A-MAC FURNITURE INC,,1,2006,2006,3
"A-MARK ENTERTAINMENT, LLC",,1,2016,2016,3
"A. BROD, INC.",,1,1998,1998,3
A. FOSTER HIGGINS,,1,1996,1996,3
"A.G. CONSULTANTS, INC.",,1,1990,1990,3
"A.G. WASSENAAR, INC",,1,2015,2015,3
"A.J. VALET, INC.",,1,2014,2014,3
A.J.& W. INCORPORATED,,1,2011,2011,3
A.M. BEST COMPANY,,1,1995,1995,3
"A.R.T. FURNITURE, INC.",,1,2019,2019,3
A.T. CROSS COMPANY,,1,1997,1997,3
A.T. HUNN CO.,,1,1988,1988,3
"A2 SYSTEMS, INC.",,1,2001,2001,3
"AABERG, ET AL",,1,2019,2019,3
AALACHO MUSIC LLC,,1,2005,2005,3
"AARISMAA, ET AL",,1,1998,1998,3
AARON FINE ARTS,,1,2009,2009,3
AASTRA TECHNOLOGIES LIMITED,,1,2005,2005,3
"AB MEMENTO, ETC.",,1,1995,1995,3
"AB MOMENTO, ETC.",,1,1993,1993,3
AB NYBRO GLASBRUK,,1,1997,1997,3
AB ORREFORS GLASBURK,,1,1990,1990,3
"ABBAS, ET AL",,1,2020,2020,3
"ABBEY PHOTOGRAPHERS, INC.",,1,2019,2019,3
"ABBEY PHOTOGRAPHY, INC.",,1,2020,2020,3
"ABBEY, ET AL",,1,2013,2013,3
"ABBOTT, ET AL",,1,1990,1990,3
ABC WATER LLC,,1,2020,2020,3
"ABEND, ET AL",,1,1993,1993,3
ABERT DESIGN CO,,1,1991,1991,3
"ABEYTA, ET AL",,1,1997,1997,3
ABILENE CHRISTIAN UNIVERSITY,,1,2012,2012,3
ABILITY SYSTEMS CORPORATION,,1,2008,2008,3
ABKO MUSIC INC,,1,1988,1988,3
ABOUT FACE INC,,1,1991,1991,3
ABOUT US INC,,1,2008,2008,3
ABR BENEFITS SERVICE,,1,1999,1999,3
ABRA CADABRA SOFTWAR,,1,1993,1993,3
"ABRAMSON, ET AL",,1,2003,2003,3
ABRO INDUSTRIES INC,,1,2018,2018,3
"ABSECON MILLS, INC.",,1,2001,2001,3
"AC SOFTWARE, INC.",,1,2002,2002,3
ACADEMY MOTION PICTU,,1,1993,1993,3
ACADEMY MOTN PICT,,1,1988,1988,3
ACADEMY MOTN PICTURE,,1,1988,1988,3
ACADEMY OF NATURAL,,1,2001,2001,3
"ACCENT MEDIA, INC",,1,2014,2014,3
"ACCENTS UNLIMITED, INC.",,1,1991,1991,3
ACCESSORY DESIGN GRP,,1,2000,2000,3
"ACCESSORY GROUP, THE",,1,2003,2003,3
"ACCPAC INTERNATIONAL, INC.",,1,2004,2004,3
ACCURATE MAPS INC,,1,1998,1998,3
"ACE ARTS, LLC",,1,2018,2018,3
ACE INDIAN JEWELRY,,1,1997,1997,3
ACE INNOVATIONS INC,,1,2002,2002,3
"ACE MARKETING, INC.",,1,1995,1995,3
ACE PICTURES INC.,,1,2019,2019,3
ACE TELEPHONE ASSOC,,1,1988,1988,3
"ACE TEXTILE, INC.",,1,2008,2008,3
ACHIEVMENT CTR INC,,1,1989,1989,3
"ACKEE MUSIC, INC",,1,1991,1991,3
"ACKOFF-ORTEGA, ET AL",,1,2001,2001,3
"ACME BARRICADES, L.C.",,1,2099,2099,3
ACME DREAMS LTD,,1,2002,2002,3
ACORN STRUCTURES INC,,1,1989,1989,3
"ACOUSTIC SYSTEMS, INC.",,1,2012,2012,3
"ACR ELECTRONICS, INC.",,1,2013,2013,3
ACT GROUP INCORPORATED,,1,2016,2016,3
ACT YOUNG IMPORTS,,1,1988,1988,3
"ACTION DIRECT MARKETING,",,1,1990,1990,3
ACTION ILLUSTRATED LLC,,1,2011,2011,3
"ACTION SOFTWARE, INC.",,1,2007,2007,3
ACTION SPORTS PHOTO,,1,2002,2002,3
"ACTION STAFFING, INC.",,1,1989,1989,3
ACTIVE NETWORK LLC,,1,2021,2021,3
ACTIVISION PUBLISHING INC.,,1,2007,2007,3
"ACUFF-ROSE MUSIC, INCORPORATED",,1,1991,1991,3
ACUFF-ROSS MUSIC INC,,1,1991,1991,3
"ACUFF-ROSS MUSIC, INC.",,1,1990,1990,3
"ACUPATH LABORATORIES, INC.",,1,2015,2015,3
"ACUTI, ET AL",,1,2099,2099,3
AD ASSOCIATES INC,,1,2006,2006,3
AD FROGS LLC,,1,2018,2018,3
AD HOC COMM,,1,1993,1993,3
AD PEOPLE INC,,1,2000,2000,3
ADAM FRANK INCORPORATED,,1,2016,2016,3
"ADAM, ET AL",,1,2016,2016,3
ADAMS APPLE DISTR,,1,1999,1999,3
"ADAMS STUDIO, INC.",,1,1989,1989,3
"ADAY, ET AL",,1,1998,1998,3
"ADCOCK, ET AL",,1,2002,2002,3
ADDISON FITZ. STUDIO,,1,2004,2004,3
ADDISON GRP INC,,1,1996,1996,3
ADEPT TECHNOLOGY INC,,1,1997,1997,3
ADINA'S JEWELS INC.,,1,2099,2099,3
"ADKINS, ET AL",,1,2005,2005,3
"ADMART, INC., ETC,",,1,1994,1994,3
ADOBE SYSEMS INCORPORATED,,1,2010,2010,3
ADOBE SYSTEMS INCORP,,1,2001,2001,3
ADOBE SYSTEMS INCORP.,,1,1999,1999,3
"ADORABLE ORIGINALS, INC.",,1,2010,2010,3
ADPAC COMPUTING LANG,,1,1993,1993,3
ADREINNE VITTADINI INC,,1,1990,1990,3
ADRIANNA PAPELL LTD,,1,1993,1993,3
"ADRIATIC MARINE, LLC",,1,2010,2010,3
"ADS PRODUCTIONS, INC.",,1,2005,2005,3
ADTILE TECHNOLOGIES INC.,,1,2018,2018,3
ADULT SOURCE MEDIA,,1,2011,2011,3
"ADVANCE INT'L., INC.",,1,2000,2000,3
"ADVANCE MIXER, INC.",,1,1992,1992,3
ADVANCE MRKTG CONCEP,,1,2002,2002,3
"ADVANCED COMFORT, IN",,1,2005,2005,3
ADVANCED COMM DESIGN,,1,2001,2001,3
ADVANCED COMPUTER SYSTEMS,,1,1988,1988,3
"ADVANCED DIAGNOSTICS, LTD.",,1,2007,2007,3
ADVANCED INSPECTION TECHNOLOGI,,1,2016,2016,3
ADVANCED INSTRUCTIONAL SYSTEMS,,1,2016,2016,3
ADVANCED ROTORCRAFT TECHNOLOGY,,1,2007,2007,3
"ADVANCED TECHNOLOGY SERVICES,",,1,2013,2013,3
ADVANTAGE INSPECTION INTERNATI,,1,2008,2008,3
"ADVANTAGE INSURANCE, INC.",,1,2019,2019,3
ADVANTAGE MEDIA GROUP,,1,2011,2011,3
ADVANTAGE PRESS INC,,1,2005,2005,3
"ADVENT TECHNOLOGY, INC.",,1,2001,2001,3
"ADVENTURE ADVERTISING, LLC",,1,2013,2013,3
ADVENTURE DIVAS INC,,1,2002,2002,3
ADVERT DYN SER,,1,1988,1988,3
"AE TYPE, INC.",,1,2017,2017,3
"AEDO, ET AL",,1,2001,2001,3
AERO SURVEYS OF,,1,1997,1997,3
"AF HOLDING, LLC",,1,2013,2013,3
AFFILIATED RECORDS INC.,,1,2012,2012,3
"AFS LOGISTICS, LLC",,1,2018,2018,3
"AGAN, ET AL",,1,2010,2010,3
AGE LOGIC INC,,1,1994,1994,3
AGE WAVE INC.,,1,1992,1992,3
AGENCE FRANCE PRESSE,,1,2014,2014,3
AGFA MONOTYPE CORP,,1,2003,2003,3
AGT INTERNATIONAL IN,,1,2003,2003,3
"AGUATRAN USA, LTD.",,1,2000,2000,3
"AGUIAR, ET AL",,1,2010,2010,3
"AGXPLORE INTERNATIONAL, LLC",,1,2005,2005,3
"AHERN, ET AL",,1,2014,2014,3
"AHMANN, ET AL",,1,2013,2013,3
"AHN, ET AL",,1,1997,1997,3
"AHRENS, ET AL",,1,2018,2018,3
AIB SOFTWARE CORPORA,,1,1995,1995,3
AIB SOFTWARE CORPORATION,,1,1997,1997,3
AIKEN & ASSOCIATES,,1,1998,1998,3
"AIR AGE, INC.",,1,1991,1991,3
AIR DESIGN INC,,1,1990,1990,3
AIR WAVES INC,,1,1992,1992,3
AIRBUS INDUSTRIE GIE,,1,2000,2000,3
AIRCRAFT TECHNICAL PUBLISHERS,,1,2008,2008,3
AJ TEK CORPORATION,,1,2019,2019,3
"AJF ENGINEERING, INC.",,1,2007,2007,3
AJS PUBLISHING &,,1,1994,1994,3
AKA PUBLISHING INC,,1,1999,1999,3
AKIRA TRADING CO.,,1,1997,1997,3
AL CONKLIN ASSOC.,,1,1992,1992,3
AL DI MEOLA,,1,1993,1993,3
"AL-ZOUBI, ET AL",,1,2009,2009,3
ALA CASTING COMPANY,,1,1997,1997,3
ALA CO INC,,1,1989,1989,3
ALAN J. FELTOON,,1,2003,2003,3
ALAN TOOTHMAN CONST.,,1,2000,2000,3
ALANTIC RECORDING CORPORATION,,1,2007,2007,3
ALARAMA JEWELRY CO.,,1,1998,1998,3
ALARM GRID INC.,,1,2020,2020,3
ALASKA BROADCASTING NETWK,,1,1994,1994,3
ALASKA BROADCSTNG NETWK,,1,1994,1994,3
ALBERT E. BRUMLEY,,1,2000,2000,3
"ALBERT E. PRICE,",,1,1992,1992,3
ALBERT J. PALUMBO,,1,2000,2000,3
"ALBERT, ET AL",,1,1999,1999,3
ALBRECHT CO INC,,1,2001,2001,3
ALCATEL USA INC,,1,2003,2003,3
ALCATEL USA SOURCING,,1,2001,2001,3
ALCHEMY II INC,,1,1994,1994,3
ALCON MANUFACTURING LTD,,1,2006,2006,3
ALCONE SIMS O'BRIEN,,1,1996,1996,3
"ALEAMONI, ET AL",,1,1991,1991,3
ALEXANDER GLOBAL PRO,,1,2004,2004,3
"ALEXANDER INTERACTIVE, INC.",,1,2015,2015,3
"ALEXANDER, ET AL",,1,1999,1999,3
"ALEXANDRIA HYUNDAI, LLC",,1,2010,2010,3
"ALEXIA CRAWFORD, INC",,1,2014,2014,3
"ALEXIS MUSIC, INC.",,1,1993,1993,3
ALFA LAVAL INC.,,1,2016,2016,3
ALFRED B. PATTON,,1,1996,1996,3
ALFRED JL TOOMBS,,1,1994,1994,3
ALFRED PUBLISHING CO,,1,2002,2002,3
ALFREDO DE BATUC,,1,1999,1999,3
"ALICEA, ET AL",,1,2012,2012,3
ALISON'S TRADING CORP.,,1,2012,2012,3
ALL ENTHUSIAST INC,,1,2005,2005,3
"ALL ENTHUSIAST, INC.",,1,2004,2004,3
"ALL THINGS, LLC",,1,2018,2018,3
ALL TYPES DESIGN,,1,2003,2003,3
"ALLASIO, ET AL",,1,1999,1999,3
ALLEGRO ENTERPRISES INCORPORAT,,1,2011,2011,3
ALLEN GROUP ARCH,,1,2003,2003,3
ALLEN KIRSCH INC,,1,2003,2003,3
ALLEN SYSTEMS GROUP,,1,1999,1999,3
"ALLEN, ET AL",,1,2006,2006,3
ALLIANCE CORP RESOUR,,1,2000,2000,3
ALLIANCE RESEARCH CORP,,1,1989,1989,3
"ALLIED 100, LLC",,1,2012,2012,3
"ALLIED ADVERTISING, INC",,1,2015,2015,3
ALLIED VAN LINES,,1,2005,2005,3
ALLIED WHOLESALE INC,,1,1991,1991,3
ALLISON & CARROLL,,1,2005,2005,3
ALLISON REED GROUP,,1,1997,1997,3
"ALLISON, ET AL",,1,2016,2016,3
ALLURE HOME CREATION,,1,2003,2003,3
ALLY FINANCIAL INC.,,1,2016,2016,3
"ALMAN, ET AL",,1,2011,2011,3
ALMAR SALES CO,,1,1988,1988,3
"ALMAX U.S.A., INC.,",,1,1992,1992,3
"ALMO MUSIC CORPORATION,",,1,1989,1989,3
ALMOND JEWELERS INC.,,1,1995,1995,3
"ALMOND JEWLERS, INC.",,1,1994,1994,3
ALN ASSOCIATES INC,,1,1999,1999,3
ALN SYSTEMS INC,,1,2010,2010,3
ALOR INTERNATIONAL LTD,,1,2017,2017,3
"ALPER AUTOMOTIVE, INC.",,1,2099,2099,3
ALPHA AND OMEGA,,1,2003,2003,3
ALPHA ENVIRONMENTAL MANAGEMENT,,1,2012,2012,3
"ALPHA MEDIAWORKS, INC.",,1,2012,2012,3
"ALPHA VIDEO, INC.",,1,2004,2004,3
ALPI INTERNATIONAL LTD.,,1,2007,2007,3
"ALPI INTERNATIONAL, LTD.",,1,2014,2014,3
ALPI INTL LTD,,1,1999,1999,3
"ALTAIR ENGINEERING, INCORPORAT",,1,2006,2006,3
"ALTERNATIVE CARE CONSULTANTS,",,1,2009,2009,3
ALTERNATIVE DISTR AL,,1,1999,1999,3
ALTERNATIVE SYSTEMS INC.,,1,1997,1997,3
"ALTERNATIVE SYSTEMS, INC.",,1,1993,1993,3
"ALTIGEN COMMUNICATIONS, INC",,1,2015,2015,3
"ALTIGEN COMMUNICATIONS, INC.",,1,2020,2020,3
ALTOP S A,,1,1989,1989,3
"ALTUS GTS, INC.",,1,2015,2015,3
ALUMNI PARTNERS LLC,,1,2004,2004,3
"ALVAREZ HOMES, INC.",,1,2000,2000,3
ALWAYS FUN INC,,1,2006,2006,3
ALYTE TIME TUNES,,1,1988,1988,3
AM BROADCASTING CO,,1,1989,1989,3
AM DISTRIBUTING INC,,1,1997,1997,3
AM INTERNATL INC,,1,1988,1988,3
AM MFG CO,,1,1992,1992,3
"AMALIA CARRARA, INC.",,1,1999,1999,3
"AMATO, ET AL",,1,2006,2006,3
AMBASSADOR ENTERTAINMENT INC.,,1,2018,2018,3
AMBIENT IMAGES INC,,1,2014,2014,3
"AMBIENT IMAGES, INC.",,1,2014,2014,3
AMBIT ENERGY LP,,1,2007,2007,3
"AMC FABRICATION, INC.",,1,2013,2013,3
AMCOR INDUSTRIES INC,,1,1995,1995,3
AMER ALL-STAR INC,,1,1997,1997,3
AMER APPRAISAL ASSOC,,1,1992,1992,3
AMER ASSOC ORAL,,1,1988,1988,3
AMER BROAD CO,,1,1989,1989,3
AMER BROADCASTING INC,,1,1990,1990,3
AMER BUSINESS INFO,,1,1995,1995,3
AMER COMMUN NETWORK,,1,2002,2002,3
AMER DAIRY QUEEN,,1,1999,1999,3
AMER DENTAL ASSN,,1,1992,1992,3
AMER DIETETIC ASSC,,1,2000,2000,3
AMER FLUORESCENT COR,,1,1993,1993,3
AMER GAG BAG,,1,1988,1988,3
AMER MAP CORP,,1,1994,1994,3
AMER MED ASSC,,1,1999,1999,3
AMER MEDIA INC,,1,1989,1989,3
AMER. FED. GOVT/EMPL,,1,2001,2001,3
"AMERICA ONLINE, INC.",,1,1996,1996,3
AMERICAN ANGUS ASSN,,1,1997,1997,3
"AMERICAN APPAREL, INC.",,1,2010,2010,3
AMERICAN AUTO ACCESS,,1,2002,2002,3
AMERICAN BANKERS ASSOCIATION,,1,2020,2020,3
"AMERICAN BILTRITE, INC.",,1,1988,1988,3
AMERICAN BROADCASTING COMPANIE,,1,2007,2007,3
AMERICAN BRUSH MANUFACTURER'S,,1,2012,2012,3
AMERICAN BUSINESS IN,,1,1995,1995,3
AMERICAN CHRISTMAS DECORATIONS,,1,2005,2005,3
AMERICAN CYANAMID COMPANY,,1,1990,1990,3
AMERICAN DATA GRAPH,,1,2002,2002,3
AMERICAN DENTAL ASSOC.,,1,1995,1995,3
AMERICAN DIGITAL SYSTEMS,,1,2018,2018,3
AMERICAN DIRECT INCORPORATED,,1,2009,2009,3
AMERICAN EQUITY LTD,,1,2001,2001,3
AMERICAN EXPRESS TRAVEL,,1,1989,1989,3
AMERICAN FAMILY LIFE,,1,2001,2001,3
AMERICAN FREEDOM ENT,,1,2003,2003,3
AMERICAN GEM SOCIETY,,1,1992,1992,3
AMERICAN GOLF COURSE,,1,1997,1997,3
AMERICAN GREETINGS CORPORATION,,1,2004,2004,3
AMERICAN HEART ASSOCIATION,,1,2009,2009,3
AMERICAN HELLENIC EDUCATIONAL,,1,2020,2020,3
AMERICAN HERITAGE HO,,1,1999,1999,3
AMERICAN HONDA MOTOR,,1,1999,1999,3
AMERICAN HUNTER INC,,1,2009,2009,3
AMERICAN INTERNATIONAL INDUSTR,,1,2007,2007,3
AMERICAN LASER GAMES,,1,1995,1995,3
AMERICAN MEDIA INC,,1,1996,1996,3
AMERICAN MEDICAL ASSOCIATION,,1,2007,2007,3
"AMERICAN MICROMAX SYSTEMS,",,1,1992,1992,3
AMERICAN MORTGAGE CONSULTANTS,,1,2009,2009,3
AMERICAN PACIFIC ENT,,1,1998,1998,3
AMERICAN RING CO.,,1,1993,1993,3
AMERICAN SOCIETY FOR,,1,2000,2000,3
AMERICAN SOCIETY OF,,1,2004,2004,3
"AMERICAN SPACE, INC.",,1,1990,1990,3
"AMERICAN STITCH, LLC",,1,2018,2018,3
AMERICAN TAX RELIEF,,1,2004,2004,3
AMERICAN TECH PUB,,1,1996,1996,3
AMERICAN TRUSTEE SVC,,1,1992,1992,3
"AMERICAN WAGERING, INC.",,1,2019,2019,3
"AMERIPRISE FINANCIAL, INC.",,1,2008,2008,3
AMERRCAN LUNG ASSOC,,1,1989,1989,3
AMF FARMS INC,,1,2004,2004,3
"AMHERST RECORDS, INC",,1,2000,2000,3
"AMHERST RECORDS, INC.",,1,1991,1991,3
AMIEL BOOK DIST,,1,1988,1988,3
AMINA JEWELRY CORP.,,1,1999,1999,3
AMITY ENTERTAINMENT INC,,1,2008,2008,3
"AMOORE, ET AL",,1,2016,2016,3
AMOS MEDIA COMPANY,,1,2021,2021,3
AMPCO DENTAL EQUIP,,1,2000,2000,3
AMPERSAND PUBLISHING LLC,,1,2008,2008,3
AMPRO ENERGY LP,,1,2005,2005,3
"AMPRO INDUSTRIES, INC.",,1,2013,2013,3
AMPRO MRKTG GROUP,,1,1997,1997,3
"AMR HOLDINGS, INC.",,1,2018,2018,3
AMRAPUR OVERSEAS INCORPORATED,,1,2005,2005,3
AMRON INTL DIVING,,1,1993,1993,3
"AMSINCK, ET AL",,1,1991,1991,3
"AMSTEL MUSIC, BV",,1,2007,2007,3
AMTEX FABARICS INC,,1,1989,1989,3
"AMTEX FABRICS, INC.",,1,1995,1995,3
AMUNDSON & ASSOC,,1,1996,1996,3
"AMX INTERNATIONAL, INC.",,1,2010,2010,3
"AMY AXELROD, INC.",,1,2007,2007,3
AMY RUBLE CASH,,1,1990,1990,3
ANALYTICAL AUTOMATION SPECIALI,,1,1994,1994,3
ANALYZE SOFTWARE INC,,1,2013,2013,3
"ANCIENT ENTITIES, LLC",,1,2011,2011,3
ANDEA CARTER-BOWMAN LTD,,1,2013,2013,3
ANDEL JEWELRY CO.,,1,2001,2001,3
ANDERSON PUBLISHING CO,,1,1988,1988,3
ANDERZHON ARCHIT INC,,1,1997,1997,3
ANDIA INTER INC,,1,1991,1991,3
ANDIN INTERNATIONAL INC.,,1,2007,2007,3
"ANDRESEN, ET AL",,1,2008,2008,3
ANDREW JOHNS GRAPHIC,,1,1999,1999,3
ANDREW M. MACDONALD,,1,2005,2005,3
"ANDREW SHURTLEFF PHOTOGRAPHY,",,1,2014,2014,3
"ANDREWS ENTERPRISES, INC.",,1,2020,2020,3
"ANDREWS, LEONARD E.B.",,1,1988,1988,3
"ANGEL KISS, INC.",,1,2009,2009,3
ANGEL NOTES MUSIC,,1,1991,1991,3
"ANGEL SALES, INC.",,1,2011,2011,3
"ANGIE KNOST, LLC",,1,2099,2099,3
"ANI INDUSTRIES, LLC",,1,2004,2004,3
"ANIMAL ADVENTURE, LLC",,1,2016,2016,3
ANIMAL WISDOM ENTERPRISES,,1,1992,1992,3
"ANIRAF MUSIC, INC.",,1,2010,2010,3
ANN HOWARD DESIGNS,,1,1994,1994,3
"ANN HOWARD DESIGNS,",,1,1998,1998,3
ANN J FOX,,1,1997,1997,3
ANN'S TRADING COMPANY,,1,2008,2008,3
ANNA SUI CORP.,,1,2009,2009,3
ANNACO CREATIONS INC,,1,2004,2004,3
"ANNAZACH SOFTWARE, INC.",,1,2008,2008,3
ANNS ORIGINAL INC,,1,1989,1989,3
"ANTAEUS, ET AL",,1,1994,1994,3
ANTHONY B. PEREGOY,,1,1990,1990,3
"ANTHONY WILLIAMS, IN",,1,1991,1991,3
ANTIGUA PICTURES INC,,1,2004,2004,3
"ANTIK DENIM, LLC",,1,2008,2008,3
ANTISA MUSIC INC,,1,1988,1988,3
ANTISIA MUSIC ETAL,,1,1989,1989,3
ANTISIA MUSIC INC.,,1,1995,1995,3
"ANTISIA MUSIC, INC.,",,1,1989,1989,3
ANTISIAN MUSIC INC,,1,1992,1992,3
ANTRA MUSIC GROUP,,1,2000,2000,3
ANTWAN K BAKER,,1,2004,2004,3
ANYA LARKIN LTD.,,1,2007,2007,3
"ANYABWILE, ET AL",,1,2004,2004,3
AOB ACQUISITION CORP,,1,1994,1994,3
"API SYSTEMS, INC.",,1,2099,2099,3
APL MICROSCOPIC LLC,,1,2018,2018,3
APOGEE SOFTWARE LTD,,1,2008,2008,3
APOLLOMEDIA DISTRIBUTION GMBH,,1,2015,2015,3
"APOSTOL, ET AL",,1,2002,2002,3
APP DYNAMIC EHF,,1,2015,2015,3
APPAREL PRODUCTIONS INC.,,1,2011,2011,3
APPAREL VENTURE GROU,,1,2001,2001,3
"APPELROUTH TUTORING SERVICES,",,1,2018,2018,3
APPLE CORPS LIMITED,,1,2009,2009,3
APPLE CROPS LRD,,1,1989,1989,3
APPLE TREE INC,,1,1997,1997,3
